CaseID,Activity,time:timestamp,org:resource,org:role,case:Project,case:Task,case:OrganizationalEntity,case:Cost Type,case:RequestedAmount,case:Activity,case:RfpNumber
5992,Request For Payment SUBMITTED by EMPLOYEE,17.881807264223713,STAFF MEMBER,EMPLOYEE,project 149268,task 52242,organizational unit 65462,0.0,2776.159931095178,activity 505,request for payment number 184357
5992,,,,,,,,,,,
5992,Request For Payment FINAL_APPROVED by SUPERVISOR,17.88898256271899,STAFF MEMBER,SUPERVISOR,project 149268,task 52242,organizational unit 65462,0.0,2776.159931095178,activity 505,request for payment number 184357
5992,,,,,,,,,,,
5992,Payment Handled,17.898120639684347,SYSTEM,UNDEFINED,project 149268,task 52242,organizational unit 65462,0.0,2776.159931095178,activity 505,request for payment number 184357
5993,Request For Payment SUBMITTED by EMPLOYEE,17.881812149325057,STAFF MEMBER,EMPLOYEE,project 173549,UNKNOWN,organizational unit 65487,0.0,494.4876987609727,UNKNOWN,request for payment number 173548
5993,,,,,,,,,,,
5993,Request For Payment APPROVED by BUDGET OWNER,17.89088761907523,STAFF MEMBER,BUDGET OWNER,project 173549,UNKNOWN,organizational unit 65487,0.0,494.4876987609727,UNKNOWN,request for payment number 173548
5993,,,,,,,,,,,
5993,Request Payment,17.899075646522622,SYSTEM,UNDEFINED,project 173549,UNKNOWN,organizational unit 65487,0.0,494.4876987609727,UNKNOWN,request for payment number 173548
5993,,,,,,,,,,,
5994,Request For Payment SUBMITTED by EMPLOYEE,17.881817274370643,STAFF MEMBER,EMPLOYEE,project 147649,UNKNOWN,organizational unit 65469,0.0,18.46088980450152,UNKNOWN,request for payment number 173555
5994,,,,,,,,,,,
5994,Request For Payment FINAL_APPROVED by SUPERVISOR,17.88770228130524,STAFF MEMBER,SUPERVISOR,project 147649,UNKNOWN,organizational unit 65469,0.0,18.46088980450152,UNKNOWN,request for payment number 173555
5994,,,,,,,,,,,
5994,Payment Handled,17.892275788535773,SYSTEM,UNDEFINED,project 147649,UNKNOWN,organizational unit 65469,0.0,18.46088980450152,UNKNOWN,request for payment number 173555
5995,Request For Payment SUBMITTED by EMPLOYEE,17.881878258683177,STAFF MEMBER,EMPLOYEE,project 147556,task 166332,organizational unit 65465,0.0,591.0604439937392,activity 505,request for payment number 181766
5995,,,,,,,,,,,
5995,Request For Payment APPROVED by BUDGET OWNER,17.88310264252989,STAFF MEMBER,BUDGET OWNER,project 147556,task 166332,organizational unit 65465,0.0,591.0604439937392,activity 505,request for payment number 181766
5995,,,,,,,,,,,
5995,Request Payment,17.898104720514336,SYSTEM,UNDEFINED,project 147556,task 166332,organizational unit 65465,0.0,591.0604439937392,activity 505,request for payment number 181766
5995,,,,,,,,,,,
5996,Request For Payment SUBMITTED by EMPLOYEE,17.88193759398081,STAFF MEMBER,EMPLOYEE,project 147556,task 175455,organizational unit 65456,0.0,63.53207452593331,activity 505,request for payment number 175454
5996,,,,,,,,,,,
5996,Request For Payment FINAL_APPROVED by SUPERVISOR,17.88755456767106,STAFF MEMBER,SUPERVISOR,project 147556,task 175455,organizational unit 65456,0.0,63.53207452593331,activity 505,request for payment number 175454
5996,,,,,,,,,,,
5996,Payment Handled,17.892275788535773,SYSTEM,UNDEFINED,project 147556,task 175455,organizational unit 65456,0.0,63.53207452593331,activity 505,request for payment number 175454
5997,Request For Payment SUBMITTED by EMPLOYEE,17.881944912099737,STAFF MEMBER,EMPLOYEE,project 151278,task 175455,organizational unit 65456,0.0,207.16980823673907,activity 505,request for payment number 175460
5997,,,,,,,,,,,
5997,Request For Payment FINAL_APPROVED by SUPERVISOR,17.887541342589792,STAFF MEMBER,SUPERVISOR,project 151278,task 175455,organizational unit 65456,0.0,207.16980823673907,activity 505,request for payment number 175460
5997,,,,,,,,,,,
5997,Payment Handled,17.892275788535773,SYSTEM,UNDEFINED,project 151278,task 175455,organizational unit 65456,0.0,207.16980823673907,activity 505,request for payment number 175460
5998,Request For Payment SUBMITTED by EMPLOYEE,17.882937092362052,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65461,0.0,80.26125816049631,UNKNOWN,request for payment number 183788
5998,,,,,,,,,,,
5998,Request For Payment FINAL_APPROVED by SUPERVISOR,17.888983839083064,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65461,0.0,80.26125816049631,UNKNOWN,request for payment number 183788
5998,,,,,,,,,,,
5998,Payment Handled,17.908267978008972,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65461,0.0,80.26125816049631,UNKNOWN,request for payment number 183788
5999,Request For Payment SUBMITTED by EMPLOYEE,17.883002356983063,STAFF MEMBER,EMPLOYEE,UNKNOWN,UNKNOWN,organizational unit 65458,0.0,38.73152682394886,UNKNOWN,UNKNOWN
5999,,,,,,,,,,,
5999,Request For Payment REJECTED by EMPLOYEE,17.890565516271195,STAFF MEMBER,EMPLOYEE,UNKNOWN,UNKNOWN,organizational unit 65458,0.0,38.73152682394886,UNKNOWN,UNKNOWN
6000,Request For Payment SUBMITTED by EMPLOYEE,17.88300578103236,STAFF MEMBER,EMPLOYEE,project 150968,UNKNOWN,organizational unit 65468,0.0,367.2500265373757,UNKNOWN,request for payment number 184366
6000,,,,,,,,,,,
6000,Request For Payment APPROVED by BUDGET OWNER,17.88770843272653,STAFF MEMBER,BUDGET OWNER,project 150968,UNKNOWN,organizational unit 65468,0.0,367.2500265373757,UNKNOWN,request for payment number 184366
6000,,,,,,,,,,,
6000,Request Payment,17.891933822080116,SYSTEM,UNDEFINED,project 150968,UNKNOWN,organizational unit 65468,0.0,367.2500265373757,UNKNOWN,request for payment number 184366
6000,,,,,,,,,,,
6001,Request For Payment SUBMITTED by EMPLOYEE,17.883023945417804,STAFF MEMBER,EMPLOYEE,project 147860,UNKNOWN,organizational unit 65456,0.0,158.5589770585684,UNKNOWN,request for payment number 184372
6001,,,,,,,,,,,
6001,Request For Payment FINAL_APPROVED by SUPERVISOR,17.88753121914909,STAFF MEMBER,SUPERVISOR,project 147860,UNKNOWN,organizational unit 65456,0.0,158.5589770585684,UNKNOWN,request for payment number 184372
6001,,,,,,,,,,,
6001,Payment Handled,17.92825859919629,SYSTEM,UNDEFINED,project 147860,UNKNOWN,organizational unit 65456,0.0,158.5589770585684,UNKNOWN,request for payment number 184372
6002,Request For Payment SUBMITTED by EMPLOYEE,17.883024527494445,STAFF MEMBER,EMPLOYEE,project 154479,task 184378,organizational unit 65474,0.0,208.8123160983924,activity 505,request for payment number 184377
6002,,,,,,,,,,,
6002,Request For Payment APPROVED by BUDGET OWNER,17.887492786635594,STAFF MEMBER,BUDGET OWNER,project 154479,task 184378,organizational unit 65474,0.0,208.8123160983924,activity 505,request for payment number 184377
6002,,,,,,,,,,,
6002,Payment Handled,17.898120572230773,SYSTEM,UNDEFINED,project 154479,task 184378,organizational unit 65474,0.0,208.8123160983924,activity 505,request for payment number 184377
6002,,,,,,,,,,,
6003,Request For Payment SUBMITTED by EMPLOYEE,17.88302795146783,STAFF MEMBER,EMPLOYEE,project 147860,UNKNOWN,organizational unit 65482,0.0,266.8956966096397,UNKNOWN,request for payment number 184384
6003,,,,,,,,,,,
6003,Request For Payment APPROVED by BUDGET OWNER,17.890896740412945,STAFF MEMBER,BUDGET OWNER,project 147860,UNKNOWN,organizational unit 65482,0.0,266.8956966096397,UNKNOWN,request for payment number 184384
6003,,,,,,,,,,,
6003,Request Payment,17.929203444956382,SYSTEM,UNDEFINED,project 147860,UNKNOWN,organizational unit 65482,0.0,266.8956966096397,UNKNOWN,request for payment number 184384
6003,,,,,,,,,,,
6004,Request For Payment SUBMITTED by EMPLOYEE,17.8830712808381,STAFF MEMBER,EMPLOYEE,project 147620,UNKNOWN,organizational unit 65458,0.0,5.46902747479667,UNKNOWN,request for payment number 184390
6004,,,,,,,,,,,
6004,Request For Payment FINAL_APPROVED by SUPERVISOR,17.89056696052902,STAFF MEMBER,SUPERVISOR,project 147620,UNKNOWN,organizational unit 65458,0.0,5.46902747479667,UNKNOWN,request for payment number 184390
6004,,,,,,,,,,,
6004,Payment Handled,17.898120639684347,SYSTEM,UNDEFINED,project 147620,UNKNOWN,organizational unit 65458,0.0,5.46902747479667,UNKNOWN,request for payment number 184390
6005,Request For Payment SUBMITTED by EMPLOYEE,17.88309711322006,STAFF MEMBER,EMPLOYEE,project 147690,UNKNOWN,organizational unit 65456,0.0,1411.255015896926,UNKNOWN,request for payment number 184395
6005,,,,,,,,,,,
6005,Request For Payment FINAL_APPROVED by SUPERVISOR,17.887529906843714,STAFF MEMBER,SUPERVISOR,project 147690,UNKNOWN,organizational unit 65456,0.0,1411.255015896926,UNKNOWN,request for payment number 184395
6005,,,,,,,,,,,
6005,Payment Handled,17.898120639684347,SYSTEM,UNDEFINED,project 147690,UNKNOWN,organizational unit 65456,0.0,1411.255015896926,UNKNOWN,request for payment number 184395
6006,Request For Payment SUBMITTED by EMPLOYEE,17.88312301340757,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65465,0.0,76.75137017784435,UNKNOWN,request for payment number 182097
6006,,,,,,,,,,,
6006,Request For Payment APPROVED by BUDGET OWNER,17.88887432111832,STAFF MEMBER,BUDGET OWNER,project 147546,UNKNOWN,organizational unit 65465,0.0,76.75137017784435,UNKNOWN,request for payment number 182097
6006,,,,,,,,,,,
6006,Request Payment,17.89176032571316,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65465,0.0,76.75137017784435,UNKNOWN,request for payment number 182097
6006,,,,,,,,,,,
6007,Request For Payment SUBMITTED by EMPLOYEE,17.88312975795966,STAFF MEMBER,EMPLOYEE,UNKNOWN,UNKNOWN,organizational unit 65465,0.0,162.57587422353294,UNKNOWN,UNKNOWN
6007,,,,,,,,,,,
6007,Request For Payment REJECTED by EMPLOYEE,17.888877725120672,STAFF MEMBER,EMPLOYEE,UNKNOWN,UNKNOWN,organizational unit 65465,0.0,162.57587422353294,UNKNOWN,UNKNOWN
6008,Request For Payment SUBMITTED by EMPLOYEE,17.883201754074573,STAFF MEMBER,EMPLOYEE,UNKNOWN,UNKNOWN,organizational unit 65482,0.0,229.5847513997363,UNKNOWN,UNKNOWN
6008,,,,,,,,,,,
6008,Request For Payment REJECTED by EMPLOYEE,17.89090170021157,STAFF MEMBER,EMPLOYEE,UNKNOWN,UNKNOWN,organizational unit 65482,0.0,229.5847513997363,UNKNOWN,UNKNOWN
6009,Request For Payment SUBMITTED by EMPLOYEE,17.883293393556833,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65469,0.0,22.31653662337852,UNKNOWN,request for payment number 175465
6009,,,,,,,,,,,
6009,Request For Payment FINAL_APPROVED by SUPERVISOR,17.887699452661142,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65469,0.0,22.31653662337852,UNKNOWN,request for payment number 175465
6009,,,,,,,,,,,
6009,Payment Handled,17.902482055826912,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65469,0.0,22.31653662337852,UNKNOWN,request for payment number 175465
6010,Request For Payment SUBMITTED by EMPLOYEE,17.883298031790723,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65469,0.0,21.00379917494449,UNKNOWN,request for payment number 175470
6010,,,,,,,,,,,
6010,Request For Payment FINAL_APPROVED by SUPERVISOR,17.887698583618278,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65469,0.0,21.00379917494449,UNKNOWN,request for payment number 175470
6010,,,,,,,,,,,
6010,Payment Handled,17.902482055826912,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65469,0.0,21.00379917494449,UNKNOWN,request for payment number 175470
6011,Request For Payment SUBMITTED by EMPLOYEE,17.88330604167903,STAFF MEMBER,EMPLOYEE,project 147690,UNKNOWN,organizational unit 65462,0.0,992.0168485031776,UNKNOWN,request for payment number 183586
6011,,,,,,,,,,,
6011,Request For Payment REJECTED by EMPLOYEE,17.888985081409203,STAFF MEMBER,EMPLOYEE,project 147690,UNKNOWN,organizational unit 65462,0.0,992.0168485031776,UNKNOWN,request for payment number 183586
6011,,,,,,,,,,,
6011,Request For Payment APPROVED by ADMINISTRATION,17.888988672233605,STAFF MEMBER,ADMINISTRATION,project 147690,UNKNOWN,organizational unit 65462,0.0,992.0168485031776,UNKNOWN,request for payment number 183586
6011,,,,,,,,,,,
6011,Request Payment,17.89333240210238,SYSTEM,UNDEFINED,project 147690,UNKNOWN,organizational unit 65462,0.0,992.0168485031776,UNKNOWN,request for payment number 183586
6011,,,,,,,,,,,
6012,Request For Payment SUBMITTED by EMPLOYEE,17.883312921916485,STAFF MEMBER,EMPLOYEE,project 503,task 38549,organizational unit 65463,0.0,224.9555745837731,activity 505,request for payment number 183594
6012,,,,,,,,,,,
6012,Request For Payment FINAL_APPROVED by SUPERVISOR,17.883534467641187,STAFF MEMBER,SUPERVISOR,project 503,task 38549,organizational unit 65463,0.0,224.9555745837731,activity 505,request for payment number 183594
6012,,,,,,,,,,,
6012,Payment Handled,17.892275788535773,SYSTEM,UNDEFINED,project 503,task 38549,organizational unit 65463,0.0,224.9555745837731,activity 505,request for payment number 183594
6013,Request For Payment SUBMITTED by EMPLOYEE,17.883333767720078,STAFF MEMBER,EMPLOYEE,project 147620,UNKNOWN,organizational unit 65482,0.0,125.22804621803796,UNKNOWN,request for payment number 184400
6013,,,,,,,,,,,
6013,Request For Payment FINAL_APPROVED by SUPERVISOR,17.89090268537412,STAFF MEMBER,SUPERVISOR,project 147620,UNKNOWN,organizational unit 65482,0.0,125.22804621803796,UNKNOWN,request for payment number 184400
6013,,,,,,,,,,,
6013,Payment Handled,17.898120639684347,SYSTEM,UNDEFINED,project 147620,UNKNOWN,organizational unit 65482,0.0,125.22804621803796,UNKNOWN,request for payment number 184400
6014,Request For Payment SUBMITTED by EMPLOYEE,17.883372428860653,STAFF MEMBER,EMPLOYEE,project 147690,task 164473,organizational unit 65454,0.0,432.3013670825516,activity 505,request for payment number 183599
6014,,,,,,,,,,,
6014,Request For Payment APPROVED by BUDGET OWNER,17.88749438872996,STAFF MEMBER,BUDGET OWNER,project 147690,task 164473,organizational unit 65454,0.0,432.3013670825516,activity 505,request for payment number 183599
6014,,,,,,,,,,,
6014,Request Payment,17.891705338188526,SYSTEM,UNDEFINED,project 147690,task 164473,organizational unit 65454,0.0,432.3013670825516,activity 505,request for payment number 183599
6014,,,,,,,,,,,
6015,Request For Payment SUBMITTED by EMPLOYEE,17.88374075571895,STAFF MEMBER,EMPLOYEE,project 147556,task 166113,organizational unit 65454,0.0,4108.385086017108,activity 505,request for payment number 183793
6015,,,,,,,,,,,
6015,Request For Payment APPROVED by BUDGET OWNER,17.88749220715402,STAFF MEMBER,BUDGET OWNER,project 147556,task 166113,organizational unit 65454,0.0,4108.385086017108,activity 505,request for payment number 183793
6015,,,,,,,,,,,
6015,Request Payment,17.899022087533243,SYSTEM,UNDEFINED,project 147556,task 166113,organizational unit 65454,0.0,4108.385086017108,activity 505,request for payment number 183793
6015,,,,,,,,,,,
6016,Request For Payment SUBMITTED by EMPLOYEE,17.88390533476863,STAFF MEMBER,EMPLOYEE,project 152803,task 170004,organizational unit 65458,0.0,378.819380172502,activity 505,request for payment number 172504
6016,,,,,,,,,,,
6016,Request For Payment FINAL_APPROVED by SUPERVISOR,17.89057426674254,STAFF MEMBER,SUPERVISOR,project 152803,task 170004,organizational unit 65458,0.0,378.819380172502,activity 505,request for payment number 172504
6016,,,,,,,,,,,
6016,Payment Handled,17.902482055826912,SYSTEM,UNDEFINED,project 152803,task 170004,organizational unit 65458,0.0,378.819380172502,activity 505,request for payment number 172504
6017,Request For Payment SUBMITTED by EMPLOYEE,17.884636042370836,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65469,0.0,26.12323592975805,UNKNOWN,request for payment number 182107
6017,,,,,,,,,,,
6017,Request For Payment FINAL_APPROVED by SUPERVISOR,17.887697799775044,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65469,0.0,26.12323592975805,UNKNOWN,request for payment number 182107
6017,,,,,,,,,,,
6017,Payment Handled,17.892275788535773,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65469,0.0,26.12323592975805,UNKNOWN,request for payment number 182107
6018,Request For Payment SUBMITTED by EMPLOYEE,17.884769080213598,STAFF MEMBER,EMPLOYEE,UNKNOWN,UNKNOWN,organizational unit 65456,0.0,654.6358919817424,UNKNOWN,UNKNOWN
6018,,,,,,,,,,,
6018,Request For Payment REJECTED by EMPLOYEE,17.887528918352817,STAFF MEMBER,EMPLOYEE,UNKNOWN,UNKNOWN,organizational unit 65456,0.0,654.6358919817424,UNKNOWN,UNKNOWN
6019,Request For Payment SUBMITTED by EMPLOYEE,17.884996454643307,STAFF MEMBER,EMPLOYEE,project 154071,UNKNOWN,organizational unit 65463,0.0,68.85352727124436,UNKNOWN,request for payment number 184085
6019,,,,,,,,,,,
6019,Request For Payment FINAL_APPROVED by SUPERVISOR,17.890616794642007,STAFF MEMBER,SUPERVISOR,project 154071,UNKNOWN,organizational unit 65463,0.0,68.85352727124436,UNKNOWN,request for payment number 184085
6019,,,,,,,,,,,
6019,Payment Handled,17.898120639684347,SYSTEM,UNDEFINED,project 154071,UNKNOWN,organizational unit 65463,0.0,68.85352727124436,UNKNOWN,request for payment number 184085
6020,Request For Payment SUBMITTED by EMPLOYEE,17.88638103031223,STAFF MEMBER,EMPLOYEE,project 147649,UNKNOWN,organizational unit 65488,0.0,53.39048495435365,UNKNOWN,request for payment number 173910
6020,,,,,,,,,,,
6020,Request For Payment FINAL_APPROVED by SUPERVISOR,17.888912853748128,STAFF MEMBER,SUPERVISOR,project 147649,UNKNOWN,organizational unit 65488,0.0,53.39048495435365,UNKNOWN,request for payment number 173910
6020,,,,,,,,,,,
6020,Payment Handled,17.892275788535773,SYSTEM,UNDEFINED,project 147649,UNKNOWN,organizational unit 65488,0.0,53.39048495435365,UNKNOWN,request for payment number 173910
6021,Request For Payment SUBMITTED by EMPLOYEE,17.886422457275945,STAFF MEMBER,EMPLOYEE,project 148052,UNKNOWN,organizational unit 65463,0.0,725.7093739531665,UNKNOWN,request for payment number 173915
6021,,,,,,,,,,,
6021,Request For Payment FINAL_APPROVED by SUPERVISOR,17.89062297913197,STAFF MEMBER,SUPERVISOR,project 148052,UNKNOWN,organizational unit 65463,0.0,725.7093739531665,UNKNOWN,request for payment number 173915
6021,,,,,,,,,,,
6021,Payment Handled,17.898120639684347,SYSTEM,UNDEFINED,project 148052,UNKNOWN,organizational unit 65463,0.0,725.7093739531665,UNKNOWN,request for payment number 173915
6022,Request For Payment SUBMITTED by EMPLOYEE,17.88646621989369,STAFF MEMBER,EMPLOYEE,project 148052,UNKNOWN,organizational unit 65469,0.0,13.66563282867019,UNKNOWN,request for payment number 173920
6022,,,,,,,,,,,
6022,Request For Payment FINAL_APPROVED by SUPERVISOR,17.887694511034788,STAFF MEMBER,SUPERVISOR,project 148052,UNKNOWN,organizational unit 65469,0.0,13.66563282867019,UNKNOWN,request for payment number 173920
6022,,,,,,,,,,,
6022,Payment Handled,17.892275788535773,SYSTEM,UNDEFINED,project 148052,UNKNOWN,organizational unit 65469,0.0,13.66563282867019,UNKNOWN,request for payment number 173920
